时间,源水浊度,源水pH,源水温度,源水氨氮,源水COD,源水有机物,混凝剂投加量,沉后浊度,滤后浊度,出水浊度,出水余氯,出水pH
2024-01-10 09:00:00,13.4,6.99,5.0,0.437,6.0,0.0875,12.35,0.86,0.13,0.099,0.86,6.66
2024-01-10 10:00:00,9.27,7.07,5.4,0.438,6.0,0.0876,11.17,0.72,0.18,0.137,0.88,7.32
2024-01-10 11:00:00,11.7,6.94,5.89,0.438,5.47,0.0868,12.75,0.72,0.13,0.095,0.81,7.22
2024-01-10 12:00:00,12.06,7.12,5.87,0.439,5.95,0.0869,12.82,0.73,0.13,0.095,1.45,6.86
2024-01-10 13:00:00,9.65,7.05,6.38,0.438,6.0,0.0872,10.9,0.68,,0.101,0.92,6.95
2024-01-10 14:00:00,9.8,6.96,6.3,0.439,5.75,0.0875,12.36,0.69,0.13,0.096,1.51,7.16
2024-01-10 15:00:00,11.08,7.09,5.69,,5.72,0.087,12.93,0.75,0.21,0.146,1.51,7.11
2024-01-10 16:00:00,13.59,7.1,5.0,0.436,5.26,0.087,15.51,0.8,0.25,0.199,,6.96
2024-01-10 17:00:00,11.89,7.06,5.39,0.439,5.96,0.0869,11.91,0.79,0.25,0.186,0.7,6.67
2024-01-10 18:00:00,13.43,7.05,5.2,0.436,6.0,0.0876,10.6,0.85,0.14,0.079,1.38,7.57
2024-01-10 19:00:00,12.84,6.95,5.54,0.439,6.0,0.0869,10.66,0.77,0.16,0.05,0.77,7.0
2024-01-10 20:00:00,11.3,6.97,6.52,0.44,5.62,0.0872,16.35,0.79,0.31,0.247,1.15,
2024-01-10 21:00:00,12.76,7.04,6.23,0.436,5.93,0.0867,10.0,0.83,0.31,0.177,1.6,6.5
2024-01-10 22:00:00,9.24,6.94,6.65,0.439,6.0,0.0872,10.0,0.72,0.27,0.21,0.42,6.63
2024-01-10 23:00:00,9.66,7.01,5.44,0.437,5.95,0.0871,11.25,0.75,0.21,0.108,1.06,7.33
2024-01-11 00:00:00,13.65,6.97,7.41,0.437,5.6,0.0874,10.99,0.86,0.23,0.144,0.95,6.94
2024-01-11 01:00:00,13.5,7.08,6.58,0.438,5.95,0.087,13.82,0.8,0.21,0.153,1.01,7.32
2024-01-11 02:00:00,10.77,7.04,6.02,0.439,5.68,0.087,12.94,0.74,0.24,0.09,0.72,6.82
2024-01-11 03:00:00,12.21,7.12,6.51,,5.37,0.087,10.78,0.78,0.1,0.05,1.77,6.96
2024-01-11 04:00:00,12.58,,5.23,0.437,6.0,0.0877,14.95,0.78,0.12,0.085,1.2,
2024-01-11 05:00:00,13.84,7.0,5.0,0.44,5.97,0.0876,10.06,0.87,0.16,0.086,0.53,7.29
2024-01-11 06:00:00,12.56,7.11,5.3,0.438,6.0,0.087,10.46,0.74,0.22,0.136,1.26,6.9
2024-01-11 07:00:00,11.64,7.03,6.65,0.437,5.77,0.0872,,0.75,0.13,0.077,1.49,7.25
2024-01-11 08:00:00,11.46,7.0,5.99,0.439,6.0,0.0873,10.0,0.8,0.11,0.061,1.13,7.45
2024-01-11 09:00:00,11.71,7.12,5.77,0.44,6.0,0.087,12.41,0.79,0.1,0.05,1.64,6.94
2024-01-11 10:00:00,12.8,7.05,5.06,0.44,6.0,0.0877,15.14,0.76,0.28,0.22,0.52,6.97
2024-01-11 11:00:00,13.84,7.0,5.0,0.441,6.0,0.0872,10.0,0.83,0.25,0.167,1.49,6.85
2024-01-11 12:00:00,11.84,6.96,7.33,0.436,6.0,0.0875,11.08,0.71,0.16,0.125,1.07,7.6
2024-01-11 13:00:00,10.85,7.07,5.7,0.439,5.51,0.0875,13.39,0.75,0.1,0.073,0.88,6.97
2024-01-11 14:00:00,10.79,6.95,5.48,0.437,5.9,0.0877,10.95,0.78,0.23,0.073,1.39,6.93
2024-01-11 15:00:00,13.25,6.97,5.23,0.44,5.5,0.0876,12.23,0.81,0.23,0.17,1.38,6.67
2024-01-11 16:00:00,13.59,7.01,7.16,0.436,5.68,0.0869,12.58,0.86,0.1,0.05,1.6,6.83
2024-01-11 17:00:00,10.16,7.06,6.79,0.437,6.0,0.087,11.95,0.69,0.14,0.104,1.59,6.87
2024-01-11 18:00:00,9.97,7.0,5.0,0.44,5.62,0.0873,10.0,0.73,0.24,0.134,1.17,7.33
2024-01-11 19:00:00,12.52,6.98,7.07,0.438,5.22,0.087,13.46,0.8,0.29,0.13,0.67,6.91
2024-01-11 20:00:00,10.36,7.07,5.76,0.44,6.0,0.0873,11.88,0.69,0.12,0.077,0.6,6.89
2024-01-11 21:00:00,13.63,6.94,5.3,0.441,5.73,0.0878,10.0,0.85,,0.15,0.63,7.23
2024-01-11 22:00:00,11.15,6.96,5.61,0.438,6.0,0.0871,10.65,0.73,0.24,0.192,1.02,7.01
2024-01-11 23:00:00,10.35,7.04,5.12,0.439,5.58,0.0875,10.0,0.77,0.21,0.088,1.22,6.67
2024-01-12 00:00:00,14.84,7.0,5.0,0.443,5.79,0.0873,12.95,0.8,0.17,0.111,1.31,
2024-01-12 01:00:00,11.01,7.04,6.76,0.441,6.0,0.0871,12.52,0.8,0.31,0.127,1.32,6.83
2024-01-12 02:00:00,11.61,6.99,5.77,0.438,5.52,0.0872,12.12,0.8,0.2,0.065,0.9,7.09
2024-01-12 03:00:00,10.94,6.98,6.61,0.442,5.87,0.0872,12.62,0.78,0.22,0.086,1.56,7.13
2024-01-12 04:00:00,10.75,7.13,6.28,0.44,6.0,0.0874,11.74,0.76,0.19,0.131,1.63,6.5
2024-01-12 05:00:00,10.27,7.12,6.54,0.442,5.71,0.088,12.88,0.72,0.1,0.05,0.85,6.9
2024-01-12 06:00:00,,7.07,5.0,0.44,5.99,0.0877,11.14,0.73,0.19,0.128,1.12,6.82
2024-01-12 07:00:00,11.05,6.96,,0.438,5.93,0.0872,12.96,0.76,0.14,0.108,1.35,6.64
2024-01-12 08:00:00,10.44,7.06,6.56,0.442,6.0,0.0871,10.0,0.71,0.1,0.067,1.59,6.96
2024-01-12 09:00:00,13.17,6.97,5.0,0.437,6.0,0.0881,10.0,0.77,0.11,0.05,1.33,7.03
2024-01-12 10:00:00,13.62,7.05,6.36,0.442,6.0,0.0872,12.38,0.8,0.3,0.225,0.97,7.16
2024-01-12 11:00:00,12.16,7.08,5.0,0.442,6.0,0.0873,13.21,0.78,0.26,0.185,0.84,7.03
2024-01-12 12:00:00,11.78,6.97,6.0,0.443,5.89,0.0879,11.19,0.8,0.1,0.06,0.82,6.99
2024-01-12 13:00:00,12.73,7.03,7.6,0.437,6.0,0.0876,13.26,0.81,0.23,0.181,1.07,7.48
2024-01-12 14:00:00,14.61,7.07,6.76,0.439,5.85,0.0873,13.08,0.85,0.23,0.091,1.0,6.89
2024-01-12 15:00:00,14.49,7.12,5.0,0.438,5.44,0.0877,10.0,0.85,0.2,0.062,0.76,6.5
2024-01-12 16:00:00,10.39,7.11,6.84,0.439,5.91,0.0874,16.03,0.77,0.11,0.05,1.36,6.76
2024-01-12 17:00:00,11.09,7.11,7.81,0.439,6.0,0.0877,10.0,0.71,0.27,0.12,1.04,7.34
2024-01-12 18:00:00,11.37,7.06,8.78,0.44,5.48,0.0872,10.0,0.76,0.2,0.075,1.28,6.94
2024-01-12 19:00:00,11.43,7.02,6.46,0.439,5.63,0.088,13.95,0.71,0.23,0.131,0.76,6.74
2024-01-12 20:00:00,13.07,7.07,5.0,0.443,5.75,0.0877,12.11,0.75,0.27,0.094,1.45,7.22
2024-01-12 21:00:00,12.28,7.12,6.42,0.439,6.0,0.0871,10.33,0.77,0.3,0.184,1.4,7.47
2024-01-12 22:00:00,10.41,7.08,7.58,0.439,6.0,0.0876,10.45,0.72,0.1,0.05,1.5,6.94
2024-01-12 23:00:00,12.06,7.06,5.8,0.441,5.68,0.0874,10.05,0.8,0.17,0.085,1.11,7.2
2024-01-13 00:00:00,13.5,6.95,7.12,0.44,5.94,0.0882,10.58,0.84,0.22,0.116,1.08,7.44
2024-01-13 01:00:00,11.24,7.06,5.23,0.443,5.92,0.0874,13.18,0.78,0.21,0.081,1.34,7.63
2024-01-13 02:00:00,15.16,7.12,6.45,0.442,5.82,0.0876,11.61,0.85,0.32,0.249,1.54,7.17
2024-01-13 03:00:00,10.98,7.03,5.0,0.442,5.9,0.0881,10.0,0.7,0.17,0.059,1.14,6.99
2024-01-13 04:00:00,15.65,6.97,5.12,0.442,5.77,0.0875,11.21,0.78,0.26,0.103,0.68,6.98
2024-01-13 05:00:00,11.23,6.99,6.07,0.443,6.0,0.0876,11.29,,0.17,0.083,1.01,6.5
2024-01-13 06:00:00,15.21,6.98,5.71,0.444,6.0,0.0881,11.12,0.81,0.17,0.124,1.56,
2024-01-13 07:00:00,15.53,6.96,5.0,0.438,5.78,0.088,12.08,0.84,0.15,0.086,1.38,7.15
2024-01-13 08:00:00,15.94,7.02,5.57,0.441,6.0,0.0876,13.5,0.84,0.16,0.077,1.24,7.79
2024-01-13 09:00:00,14.99,6.95,6.4,0.443,5.99,0.0878,11.6,0.79,0.23,0.123,1.02,
2024-01-13 10:00:00,14.87,7.13,5.99,0.438,5.93,0.0878,10.81,0.78,0.1,0.073,1.66,6.94
2024-01-13 11:00:00,14.13,6.98,6.13,0.441,5.86,0.0882,10.95,0.76,0.15,0.076,0.84,7.13
2024-01-13 12:00:00,14.86,6.98,6.81,0.442,5.84,0.088,15.31,0.78,0.23,0.098,1.16,7.47
2024-01-13 13:00:00,11.42,6.97,5.73,0.439,5.55,0.0879,16.0,0.71,0.1,0.05,1.29,6.75
2024-01-13 14:00:00,13.57,7.05,7.43,0.44,5.41,0.0881,12.29,0.75,0.2,0.141,1.28,6.87
2024-01-13 15:00:00,13.45,6.99,5.08,0.443,6.0,0.0876,13.62,0.8,0.19,0.08,0.91,7.01
2024-01-13 16:00:00,15.29,7.1,8.0,0.438,5.86,0.0877,10.76,0.87,0.1,0.059,1.4,7.05
2024-01-13 17:00:00,13.17,7.02,7.19,0.439,6.0,0.088,10.92,0.79,0.1,0.065,1.33,7.07
2024-01-13 18:00:00,12.76,7.07,5.72,0.443,5.65,0.0877,12.89,0.76,0.21,0.08,1.21,7.12
2024-01-13 19:00:00,14.12,7.03,5.78,0.443,5.58,0.0878,10.0,0.83,0.22,0.067,1.28,7.18
2024-01-13 20:00:00,12.12,7.01,6.28,0.442,6.0,0.0874,13.37,0.79,0.25,0.198,,7.11
2024-01-13 21:00:00,11.45,7.07,6.67,0.441,5.83,0.0879,10.52,0.78,0.22,0.158,1.71,7.01
2024-01-13 22:00:00,13.25,7.09,7.17,0.439,6.0,0.0879,10.0,0.77,0.19,0.148,1.56,6.6
2024-01-13 23:00:00,12.93,7.08,5.0,0.443,5.92,0.0882,12.81,0.84,0.19,0.113,0.95,6.62
2024-01-14 00:00:00,12.56,7.02,6.6,0.441,6.0,0.0875,14.82,0.75,0.15,0.06,1.1,6.79
2024-01-14 01:00:00,13.32,7.01,5.0,0.445,6.0,0.0885,11.51,0.86,0.1,0.056,1.5,7.35
2024-01-14 02:00:00,13.31,7.0,5.99,0.444,6.0,0.0875,12.72,0.82,0.1,0.069,1.35,7.44
2024-01-14 03:00:00,13.1,7.11,7.62,0.44,6.0,0.0883,12.98,0.77,0.21,0.126,1.19,6.61
2024-01-14 04:00:00,13.39,6.99,5.0,0.443,5.83,0.0881,12.63,0.76,0.21,0.113,0.86,7.3
2024-01-14 05:00:00,15.11,7.01,5.0,0.445,5.41,0.0879,10.6,0.8,0.1,0.058,0.89,6.54
2024-01-14 06:00:00,12.92,7.13,6.38,0.445,,0.0885,12.48,0.81,0.19,0.077,1.18,7.2
2024-01-14 07:00:00,16.59,7.08,7.55,0.443,6.0,0.088,13.34,0.94,0.36,0.179,1.66,6.88
2024-01-14 08:00:00,16.41,7.05,6.49,0.44,5.22,0.0874,10.0,0.92,0.14,0.076,1.51,6.5
2024-01-14 09:00:00,13.96,7.07,5.0,0.444,6.0,0.088,14.01,0.87,0.29,0.197,1.35,6.71
2024-01-14 10:00:00,13.1,7.12,5.0,0.444,5.45,0.0881,10.0,0.77,0.2,0.111,1.38,6.84
2024-01-14 11:00:00,14.27,7.1,6.26,0.443,5.9,0.0883,12.63,0.81,0.27,0.141,0.47,7.15
2024-01-14 12:00:00,16.03,7.13,5.0,0.441,5.93,0.0879,15.86,0.9,0.16,0.126,1.25,7.0
2024-01-14 13:00:00,14.92,7.12,6.3,0.445,6.0,0.0875,12.06,0.8,0.32,0.128,1.25,6.98
2024-01-14 14:00:00,15.78,7.09,6.36,0.442,5.97,0.0878,,0.83,0.17,0.122,0.72,6.93
2024-01-14 15:00:00,14.25,6.99,5.67,,6.0,0.0881,13.49,0.79,0.23,0.069,1.83,7.31
2024-01-14 16:00:00,14.81,7.04,7.98,0.441,6.0,0.0881,15.32,0.82,0.25,0.124,1.3,6.72
2024-01-14 17:00:00,12.87,7.06,6.75,0.441,5.85,0.0884,10.0,0.82,0.24,0.097,1.33,7.17
2024-01-14 18:00:00,15.39,7.02,7.37,0.442,6.0,0.0877,10.0,0.78,0.2,0.109,0.93,7.73
2024-01-14 19:00:00,12.39,7.04,7.08,0.441,5.81,0.0881,14.26,0.73,0.22,0.12,1.24,7.18
2024-01-14 20:00:00,15.16,7.11,6.01,,5.76,0.0886,14.31,0.77,,0.116,1.21,7.17
2024-01-14 21:00:00,16.1,7.1,5.97,0.44,5.55,0.0878,13.61,0.88,0.28,0.093,1.74,6.82
2024-01-14 22:00:00,12.0,7.1,5.86,0.441,6.0,0.0879,10.0,0.76,0.24,0.1,1.45,7.63
2024-01-14 23:00:00,14.71,7.03,6.84,0.44,5.82,0.0886,13.69,0.83,0.25,0.108,1.22,6.78
2024-01-15 00:00:00,12.39,7.06,5.6,0.443,5.17,0.0878,13.96,0.78,0.29,0.154,0.71,6.99
2024-01-15 01:00:00,16.12,7.07,7.98,0.443,6.0,0.0884,17.16,0.82,,0.155,0.78,6.5
2024-01-15 02:00:00,12.33,7.04,5.51,0.443,5.77,0.0881,11.32,0.81,0.1,0.05,0.39,6.82
2024-01-15 03:00:00,17.36,6.97,6.47,0.446,5.81,0.0877,13.49,0.84,0.33,0.201,1.06,7.24
2024-01-15 04:00:00,12.64,7.08,6.03,0.444,5.83,0.0886,10.0,0.81,0.27,0.146,1.32,
2024-01-15 05:00:00,17.5,7.05,5.8,0.445,5.8,0.0879,15.14,0.93,0.26,0.106,,7.33
2024-01-15 06:00:00,16.57,7.05,8.43,0.44,6.0,0.0888,14.85,0.84,0.24,0.08,1.35,7.07
2024-01-15 07:00:00,15.34,7.01,5.82,0.443,6.0,0.0882,13.46,0.87,0.19,0.068,1.8,7.16
2024-01-15 08:00:00,16.46,7.01,5.95,0.441,6.0,0.0878,15.31,0.83,0.19,0.064,0.87,7.31
2024-01-15 09:00:00,16.53,7.01,5.59,0.444,,0.0879,11.39,0.88,0.19,0.06,0.87,6.53
2024-01-15 10:00:00,17.42,7.1,6.3,0.445,6.0,0.0887,12.75,0.93,0.36,0.124,1.2,7.26
2024-01-15 11:00:00,,7.06,6.15,0.446,5.97,0.0881,11.78,0.76,0.21,0.099,0.69,6.9
2024-01-15 12:00:00,15.32,6.99,5.14,0.444,6.0,0.0879,14.84,0.87,0.13,0.073,1.14,6.86
2024-01-15 13:00:00,12.39,7.07,5.83,0.443,6.0,0.0879,14.14,0.74,0.24,0.131,1.02,6.69
2024-01-15 14:00:00,15.47,6.96,6.86,0.442,5.94,0.0884,13.32,0.79,0.24,0.182,0.78,7.14
2024-01-15 15:00:00,12.84,7.07,7.28,0.447,6.0,0.0879,12.54,0.77,0.22,0.168,0.77,7.05
2024-01-15 16:00:00,15.17,7.05,6.28,0.442,5.77,0.0888,13.71,0.8,0.14,0.056,1.0,7.26
2024-01-15 17:00:00,,7.05,6.31,0.44,5.92,0.0877,11.95,0.79,,0.166,0.95,6.54
2024-01-15 18:00:00,14.58,7.06,5.89,0.441,5.61,0.0878,15.18,0.8,0.27,0.16,1.05,7.32
2024-01-15 19:00:00,14.92,6.99,5.75,0.448,5.64,0.0882,11.64,0.87,0.13,0.087,1.56,7.16
2024-01-15 20:00:00,16.35,7.11,5.34,0.447,5.14,0.0879,13.77,0.92,0.24,0.169,1.47,6.74
2024-01-15 21:00:00,16.56,7.04,5.0,0.442,6.0,0.0886,11.77,0.94,0.15,0.076,1.28,7.31
2024-01-15 22:00:00,14.74,7.03,5.55,0.44,6.0,0.0888,14.39,0.89,0.24,0.121,,7.12
2024-01-15 23:00:00,15.38,6.99,7.16,0.446,6.0,0.0884,12.46,0.86,0.25,0.171,0.85,6.62
2024-01-16 00:00:00,18.21,7.03,5.93,0.444,5.56,0.089,17.52,0.94,0.32,0.23,1.34,7.06
2024-01-16 01:00:00,13.17,6.97,6.0,0.441,6.0,0.0889,11.84,0.77,0.19,0.1,0.86,6.5
2024-01-16 02:00:00,13.15,6.99,5.98,0.445,5.89,0.088,13.97,0.84,0.32,0.135,1.34,7.21
2024-01-16 03:00:00,12.97,7.08,7.59,0.445,6.0,0.0879,10.78,,0.29,0.183,1.71,
2024-01-16 04:00:00,16.51,6.99,5.42,0.444,5.7,0.0887,12.34,0.91,0.31,0.216,1.46,6.5
2024-01-16 05:00:00,15.03,6.97,6.63,0.446,5.79,0.0892,12.49,0.88,0.23,0.159,1.43,6.5
2024-01-16 06:00:00,17.24,7.1,6.28,0.447,5.43,,13.84,0.96,0.15,0.075,0.84,7.09
2024-01-16 07:00:00,16.6,7.03,6.42,0.446,5.68,0.0887,11.48,0.8,0.24,0.093,1.16,6.96
2024-01-16 08:00:00,14.5,7.09,6.59,0.441,,0.088,11.29,0.79,0.25,0.136,1.25,6.9
2024-01-16 09:00:00,18.01,7.03,6.41,0.441,5.94,0.0889,13.51,0.9,0.22,0.099,1.48,7.08
2024-01-16 10:00:00,17.16,7.13,7.14,0.448,5.39,0.0888,13.92,0.93,0.36,0.166,0.95,7.0
2024-01-16 11:00:00,14.11,7.01,6.32,0.443,5.74,0.0891,12.26,0.85,0.11,0.07,1.14,7.22
2024-01-16 12:00:00,14.69,7.07,8.09,0.444,5.94,0.0888,12.13,0.77,0.28,0.127,1.65,7.0
2024-01-16 13:00:00,14.38,7.04,6.39,0.442,6.0,0.088,10.0,0.87,,0.226,1.18,6.86
2024-01-16 14:00:00,13.4,7.14,5.0,0.443,5.64,0.0887,13.16,0.79,0.23,0.113,0.49,6.86
2024-01-16 15:00:00,13.34,7.02,6.99,0.445,6.0,0.0884,13.83,0.84,0.31,0.119,0.83,7.06
2024-01-16 16:00:00,18.24,7.05,6.74,0.443,5.72,0.0884,15.32,0.97,0.16,0.084,0.97,7.14
2024-01-16 17:00:00,15.15,7.03,6.38,0.447,5.76,0.0887,12.9,0.9,0.18,0.087,0.87,6.82
2024-01-16 18:00:00,14.81,7.09,6.09,,5.63,0.0891,11.31,0.87,0.13,0.062,1.25,6.86
2024-01-16 19:00:00,16.96,7.12,5.0,0.448,5.58,0.0889,12.42,0.92,0.18,0.071,1.51,7.08
2024-01-16 20:00:00,15.86,7.07,,0.446,5.75,0.0878,13.09,0.86,0.13,0.054,1.57,7.1
2024-01-16 21:00:00,,6.97,8.0,0.443,6.0,0.088,13.36,0.92,0.14,0.093,1.59,6.72
2024-01-16 22:00:00,17.27,7.1,5.76,0.448,5.67,0.0883,11.46,0.89,0.1,0.068,1.0,6.62
2024-01-16 23:00:00,15.4,7.02,7.32,0.449,5.62,0.0888,10.0,0.85,0.27,0.14,1.11,7.02
2024-01-17 00:00:00,15.5,7.14,5.0,0.443,5.95,0.089,11.58,0.81,0.15,0.069,1.14,7.14
2024-01-17 01:00:00,19.48,7.02,5.4,0.448,5.89,0.0888,13.16,0.91,0.26,0.157,2.0,7.08
2024-01-17 02:00:00,17.72,7.1,7.13,0.448,5.86,0.0887,13.88,0.85,0.26,0.165,1.29,6.58
2024-01-17 03:00:00,19.25,7.07,6.35,0.448,5.96,0.0892,12.83,0.97,0.29,0.168,1.13,7.1
2024-01-17 04:00:00,13.82,7.08,6.99,0.443,5.58,0.0882,11.76,0.8,0.3,0.206,0.9,7.26
2024-01-17 05:00:00,18.59,7.13,6.44,0.443,5.61,0.0889,13.71,0.88,0.28,0.141,1.54,6.87
2024-01-17 06:00:00,17.2,7.09,6.24,0.445,6.0,0.0892,16.26,0.93,0.27,0.166,0.8,6.8
2024-01-17 07:00:00,13.84,,5.77,0.443,5.84,0.0884,11.93,0.86,0.12,0.067,1.25,7.35
2024-01-17 08:00:00,16.88,7.05,5.26,0.446,6.0,0.0883,10.0,0.8,0.1,0.05,1.15,7.32
2024-01-17 09:00:00,17.52,6.97,7.85,0.45,6.0,0.089,11.84,0.95,0.3,0.111,1.07,6.72
2024-01-17 10:00:00,13.12,7.06,8.02,0.445,6.0,0.0883,15.7,0.74,0.27,0.105,1.75,7.06
2024-01-17 11:00:00,16.01,6.98,5.41,0.446,5.47,0.0888,15.69,0.89,0.25,,1.34,
2024-01-17 12:00:00,18.43,7.06,5.35,0.445,5.85,0.0894,15.32,0.98,0.39,0.155,1.48,7.13
2024-01-17 13:00:00,14.97,7.13,6.1,0.446,6.0,0.0881,13.96,0.8,0.29,0.229,0.82,6.86
2024-01-17 14:00:00,16.03,7.11,6.79,0.449,6.0,0.0894,14.25,0.92,0.35,0.17,1.48,6.7
2024-01-17 15:00:00,15.93,7.07,6.27,0.45,5.94,0.0883,12.32,0.89,0.28,0.107,1.59,6.57
2024-01-17 16:00:00,15.01,7.09,6.95,0.446,5.39,0.0887,14.3,0.9,0.35,0.269,1.25,7.37
2024-01-17 17:00:00,19.03,6.99,6.4,0.446,5.7,0.0882,15.41,0.88,0.25,0.177,1.03,6.86
2024-01-17 18:00:00,18.14,7.03,6.33,0.444,5.9,0.0891,15.06,0.85,0.2,0.087,0.92,7.95
2024-01-17 19:00:00,13.76,7.04,8.86,0.451,5.46,0.0895,11.05,0.83,0.1,0.063,1.17,7.43
2024-01-17 20:00:00,19.54,7.06,5.92,0.445,6.0,0.0885,13.08,0.94,0.35,0.235,1.11,7.39
2024-01-17 21:00:00,18.78,7.08,8.09,0.445,5.85,0.0894,12.25,0.98,0.21,0.117,0.99,6.5
2024-01-17 22:00:00,14.89,7.04,7.9,0.446,5.29,0.0891,14.53,0.83,0.11,0.063,1.31,6.96
2024-01-17 23:00:00,18.5,7.12,6.95,0.443,5.71,0.0895,14.07,0.83,0.26,0.189,1.23,
2024-01-18 00:00:00,14.41,7.12,5.0,0.447,5.79,0.0893,13.2,0.82,0.16,0.09,1.05,7.14
2024-01-18 01:00:00,20.51,7.1,6.58,0.452,5.84,0.0893,15.13,0.99,0.26,0.138,1.06,6.98
2024-01-18 02:00:00,18.23,7.12,6.04,0.444,6.0,0.0897,10.57,0.88,0.35,0.235,0.65,7.45
2024-01-18 03:00:00,18.13,7.03,6.57,0.446,6.0,0.0894,15.13,0.91,0.27,0.208,1.11,6.69
2024-01-18 04:00:00,14.3,7.15,5.49,0.446,5.47,0.0896,11.3,0.84,0.1,,0.79,7.14
2024-01-18 05:00:00,19.82,7.12,7.31,0.446,5.43,0.0887,,0.98,0.11,0.07,1.05,7.01
2024-01-18 06:00:00,,6.99,7.54,0.453,5.8,0.0885,10.61,0.78,0.21,0.122,1.25,6.99
2024-01-18 07:00:00,15.33,6.97,7.72,0.45,5.91,0.0893,12.81,0.81,0.1,0.061,0.61,7.24
2024-01-18 08:00:00,14.66,7.06,6.17,0.452,6.0,0.0886,12.34,0.85,0.1,0.05,1.08,7.15
2024-01-18 09:00:00,18.99,7.06,5.49,0.452,6.0,0.0889,10.81,0.9,0.18,0.132,1.27,7.26
2024-01-18 10:00:00,15.04,7.01,6.9,0.449,6.0,0.0896,10.0,0.87,0.1,0.05,0.7,7.16
2024-01-18 11:00:00,19.91,7.14,8.31,0.449,5.74,0.0892,13.42,0.91,0.32,0.109,,7.11
2024-01-18 12:00:00,18.17,7.07,6.62,0.448,6.0,0.0897,15.0,0.95,0.2,0.064,0.76,6.78
2024-01-18 13:00:00,13.93,7.13,7.0,0.45,6.0,0.0888,13.72,0.77,0.19,0.125,1.42,6.91
2024-01-18 14:00:00,13.72,7.08,6.32,0.45,5.55,0.0887,14.24,0.8,0.26,0.116,0.97,6.69
2024-01-18 15:00:00,14.03,6.98,6.05,0.449,5.31,0.0886,11.92,0.78,0.15,0.078,0.95,6.91
2024-01-18 16:00:00,17.83,7.02,,0.448,5.92,0.0898,,0.9,0.18,0.075,1.41,7.13
2024-01-18 17:00:00,19.16,6.98,6.45,0.45,5.43,0.0889,13.41,0.97,0.17,0.133,1.08,6.57
2024-01-18 18:00:00,15.31,7.02,6.95,0.445,,0.0897,14.25,0.85,0.33,0.266,1.7,7.24
2024-01-18 19:00:00,19.49,7.04,7.06,0.449,5.67,0.0888,16.94,0.88,0.14,0.074,1.31,6.92
2024-01-18 20:00:00,14.07,7.02,6.9,0.448,5.94,0.0887,11.41,0.87,0.27,0.188,1.29,6.96
2024-01-18 21:00:00,19.16,7.03,7.11,0.449,6.0,0.0895,13.1,0.85,0.25,0.106,1.3,6.99
2024-01-18 22:00:00,20.03,7.07,5.7,0.448,5.88,0.0892,13.91,0.99,0.24,0.148,1.54,7.05
2024-01-18 23:00:00,18.96,7.1,5.64,0.451,5.71,0.0891,13.05,0.96,0.32,0.116,0.3,6.5
2024-01-19 00:00:00,19.34,7.06,6.61,0.452,5.25,0.0892,12.52,1.0,0.15,0.113,1.36,6.97
2024-01-19 01:00:00,20.35,7.11,6.64,0.448,6.0,0.0892,13.68,1.02,0.13,0.065,0.91,6.79
2024-01-19 02:00:00,14.63,7.07,6.13,0.448,5.88,0.0899,10.89,0.78,0.23,0.151,0.8,6.92
2024-01-19 03:00:00,,7.13,6.9,0.445,5.7,0.0887,14.22,0.92,0.16,0.102,1.11,7.23
2024-01-19 04:00:00,15.23,7.05,7.57,0.446,6.0,0.0885,15.57,0.79,0.29,0.199,,6.85
2024-01-19 05:00:00,17.96,7.11,7.84,0.447,5.51,0.0885,12.75,0.91,0.25,0.121,0.62,6.77
2024-01-19 06:00:00,19.68,7.1,8.07,0.452,5.66,0.0893,17.09,0.88,0.14,0.082,0.79,
2024-01-19 07:00:00,18.86,7.07,5.34,0.453,5.79,0.0899,13.34,0.9,0.17,0.102,0.73,6.65
2024-01-19 08:00:00,20.44,7.12,5.49,0.447,5.7,0.0896,12.56,1.01,0.28,0.113,0.9,7.36
2024-01-19 09:00:00,15.45,6.99,6.37,0.454,6.0,0.0902,,0.91,0.34,0.136,1.3,7.58
2024-01-19 10:00:00,19.61,7.08,6.74,0.449,6.0,0.0895,11.9,0.91,0.2,0.128,1.04,6.59
2024-01-19 11:00:00,15.72,7.09,6.42,0.453,6.0,0.0893,14.0,0.84,0.1,0.05,1.24,7.19
2024-01-19 12:00:00,16.28,,6.1,0.45,6.0,0.0894,13.4,0.91,0.28,0.171,0.91,7.45
2024-01-19 13:00:00,19.43,7.01,6.35,0.452,5.83,0.09,12.89,0.95,0.25,0.199,1.56,6.86
2024-01-19 14:00:00,21.37,7.04,7.14,0.448,5.77,0.0885,13.18,1.06,0.34,0.15,1.01,6.82
2024-01-19 15:00:00,18.72,7.08,5.33,0.446,6.0,0.0892,11.77,0.89,0.22,0.165,1.42,6.82
2024-01-19 16:00:00,14.73,7.11,9.0,0.447,5.81,0.0892,14.56,0.79,0.17,0.098,1.17,7.37
2024-01-19 17:00:00,18.76,7.02,6.68,0.452,5.88,0.0901,13.08,0.93,0.21,0.127,0.92,7.4
2024-01-19 18:00:00,14.64,6.99,7.71,0.454,6.0,0.0888,13.09,0.83,0.28,0.123,1.8,6.92
2024-01-19 19:00:00,20.68,7.09,6.08,0.451,5.91,0.0885,14.0,1.04,0.22,0.171,1.52,7.46
